Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Pia Olsen Dyhr,pia.olsen.dyhr,100044404390308,POLITICIAN,DK,Formand for SF,2008-11-19 09:16:45,85041,87024,2022-11-01 06:49:10 CET,2022-11-01,06:49:10,Photo,"2,091",1596,167,33,274,0,2,0,4,15,,-,0,0,0,N/A,https://www.facebook.com/100044404390308/posts/669746141182193,"Så blev det valgdagen. Endelig. Jeg synes faktisk det har været en god valgkamp. Måske fordi jeg virkelig havde frygtet at tonen ville blive meget hård og uforsonlig. Men det synes jeg egentlig ikke den endte med at blive. Og jeg synes også vi har fået diskuteret reel politik – og ikke kun bogstaver og hvem-kan-sidde-sammen-med-hvem efter valget. Jeg har især glædet mig over, at diskussionen om børns og unges trivsel (og mangel på samme) og at psykiatrien endte med at blive et hovedtema. Det har oprigtig glædet mig, at næsten alle partier har forholdt sig reelt til problematikken. Diskussionen ER kompleks, og der ER ikke kun ét godt svar. Vi skal fortsætte opgaven med at finde de gode svar efter valget. Men det står klart, at der er bredt flertal for at styrke psykiatrien. Men også, at der er meget forskellige vurderinger af, hvordan vi styrker børns og unges trivsel, så de slet ikke får behovet for psykiatrien. Så der ER forskelle i dansk politik. Valget i 2019 blev kaldt et klimavalg. Trods det forhold, at vi siden har haft en pandemi, og lige nu har krigen i Ukraine, energikrise og ikke mindst inflationen højt oppe på dagsordenen, så blev dette valg faktisk også i høj grad et valg om klima og natur – og om risikoen for at sætte der grønne flertal over styr. I aften ved vi om det er tilfældet eller ej. Men jeg har lyst til at takke Enhedslisten, Radikale og Alternativet for samarbejdet, også under valgkampen, om at holde fokus på løsninger på de måske største kriser overhovedet: Klimakrisen, naturkrisen, biodiversitetskrisen, miljø- og drikkevandskrisen. Det arbejde tror og håber jeg vi kan fortsætte sammen - også efter i aften. Skal der mere tempo i alle aspekter af den grønne omstilling, så er det kun partierne til venstre for S der kan sikre det. Vores velfærdskrise og udfordringen med at få unge til at vælge velfærdsuddannelser og problemerne med at fastholde personalet på vores sygehuse, i vores institutioner og i vores ældrepleje, har blandt andet rod i Tjenestemandsreformen fra 1969. Her blev de fag, hvor der var en meget stor andel af kvinder beskæftiget, indplaceret på en måde, som afspejlede datiden forestilling om, at de kvinder nok havde en mand, som kunne forsørge dem. Dermed grundlagde man en uretfærdighed, som ikke just er ældet med ynde. For i dag har reformens indbyggede uretfærdighed kun vokset sig større – og sidder derfor som en torn i øjet på rigtig mange af de personer, der i dag udgør rygraden i vores velfærd. Jeg er glad for at Socialdemokratiet – omsider – erkendte, at vores velfærd skrider, hvis ikke vi får taget hånd om de problemer med uligeløn. Jeg har hele tiden sagt, at SF gik til valg på, at det flertal, som vi har haft siden valget i 2019, gerne skulle kunne fortsætte efter dette valg. Svaret får vi måske i nat, måske først én af de kommende dage. For aldrig har et valg vist været så uforudsigeligt som dette. Og dagene efter kan også blive det. Jeg har også sagt, at SF peger på Mette Frederiksen som kongelig undersøger, og som den vi mener skal stå i spidsen for en ny regering bestående af Socialdemokratiet og ét eller flere af de øvrige partier, der indtil i dag har udgjort det grønne flertal. Det mener jeg, og det mener SF, tjener Danmark bedst. Jeg må også konstatere, at jeg simpelthen ikke én eneste gang er stødt på et argument, altså et reelt og substantielt argument for, hvorfor en midter-regering i sig selv skulle være svaret på de mange problemer vi står med i Danmark, i Europa og i Verden lige nu. Misforstå mig ikke – jeg er en stor tilhænger af det samarbejdende folkestyre og synes det er godt med brede aftaler, når det er muligt. Men der ER forskelle i politik. Det er forskel på ambitionsniveauer, på viljen til tempo, på perspektiver, på erkendelse og på interesser. I valgkampen har jeg haft gode debatter og møder - også med de blå partier. Tak til Lars Løkke Rasmussen, Jakob Ellemann, Søren Pape, Inger Støjberg, Marianne Karlsmose, Pernille Vermund og Morten Messerschmidt for gode debatter, hvor jeg synes vi kom godt omkring det meste. Forskellene i dansk politik synes jeg har stået klart. Men lige så klart har det også stået, at selv om vi kan være nok så politisk uenige, så kan vi også både være gode kolleger. Og vi kan såmænd også være enige om ganske meget. Uanset, så skal ingen være i tvivl om, at vi alle ønsker det bedste for danskerne og for Danmark. Og det synes jeg faktisk er noget af det smukkeste ved vores land og vores folkestyre. Jeg kan mærke at det betyder noget for mig, og jeg bilder mig ind, at det også betyder noget for alle andre i politik. Og at det gør noget godt for vores demokrati og vores sammenhængskraft. Jeg håber også valget i Grønland går godt, og giver genvalg til dygtige Aaja Chemnitz Larsen fra Inuit Ataqatigiit. Vi har haft et fortrinligt samarbejde i en årrække. Jeg håber meget det kan fortsættes og styrkes efter i dag. Jeg vil følge resultatet fra Grønland med spænding. Valgdagen bliver ofte kaldt ”Demokratiets (truncated)",https://www.facebook.com/photo.php?fbid=669744784515662&set=a.349705203186290&type=3,,,,,,,,1.02
"Marianne Karlsmose, KD-politiker",MarianneKarlsmose,100063856775068,POLITICIAN,DK,"Mor til 3
stud. socialrådgiver
Landsformand for KD, Regionsrådsmedlem
kd.dk/marianne-karlsmose",2019-02-02 13:54:33,1989,2199,2022-10-31 22:48:41 CET,2022-10-31,22:48:41,Live Video Complete,192,105,33,25,28,0,0,0,0,1,owned,Yes,1059,2096,0,00:01:35,https://www.facebook.com/100063856775068/posts/653330576258814,,https://www.facebook.com/MarianneKarlsmose/videos/653330576258814/,,,,,,,,2.4
Sikandar Siddique,sikandar.siddique.politiker,100063606495233,POLITICIAN,DK," Former Member of Parliament (DK)
Political leader of Independent Greens
(Frie Grønne)",2021-01-08 10:52:15,17493,19333,2022-10-31 22:43:55 CET,2022-10-31,22:43:55,Native Video,686,551,64,35,19,0,14,0,0,3,owned,Yes,8490,9434,0,00:00:12,https://www.facebook.com/100063606495233/posts/543874674409411,"Frie Grønne er det eneste parti, der her og nu siger klart fra overfor en regering, der fortsætter etableringen af et modtagecenter i Rwanda. Vi kan ikke støtte det. Jeg fik ikke et klart svar her til aften, men som jeg forstår det, vil de andre partier først vælte regeringen, når lejren er etableret. Og så er det altså for sent.",https://www.facebook.com/sikandar.siddique.politiker/videos/793055391999715/,,,,,,,,-1.11
Sofie Carsten Nielsen,sofiecarstennielsen,100044593532150,POLITICIAN,DK,Medlem af Folketinget for Radikale Venstre.,2011-05-27 19:40:58,28770,31159,2022-10-31 22:28:39 CET,2022-10-31,22:28:39,Photo,"2,127",758,703,33,80,4,440,4,101,4,,-,0,0,0,N/A,https://www.facebook.com/100044593532150/posts/725547832274995,"Tirsdag skal vi træffe et afgørende valg. Skal dansk politik fortsætte, som det plejer – eller er det tid til at tænke nyt? Jeg er ikke i tvivl. Nye tider kræver nye svar – og nye måder at finde dem på. Virkeligheden kalder. På højere grønne mål, som der sættes hurtigere handling bag. På at stå fast, når den menneskelige anstændighed bliver for lille og den økonomiske uansvarlighed for stor. På at have modet til at sige fra, når der er brug for det. Det får du med Radikale Venstre. Danmark er omringet af kriser. Der er brug for sammenhold og en regering med både røde og blå partier. Som lægger blokpolitik og gamle vaner bag sig og sætter de største og vigtigste problemer forrest. Det tror vi på. Det kæmper vi for. Giv Danmark en ny vej frem. Grønnere. Friere. Stærkere. Stem på Radikale Venstre!",https://www.facebook.com/photo.php?fbid=725547755608336&set=a.440298364133278&type=3,,音,,,,,,5.89
Franciska Rosenkilde,rosenkildefranciska,100063651522703,POLITICIAN,DK,Politisk leder af Alternativet,2015-02-07 20:00:39,4705,4869,2022-10-31 22:25:48 CET,2022-10-31,22:25:48,Photo,"1,470",945,157,76,273,0,3,1,2,13,,-,0,0,0,N/A,https://www.facebook.com/100063651522703/posts/543836047748108,"Valgkampens sidste TV-debat er nu veloverstået. Jeg gør mig nogle tanker, som jeg vil dele med jer. Først og fremmest fyldte klimakrisen alarmerende lidt til aftenens debat. Det er rigtig skidt taget situationens alvor i betragning. Vi står med nogle massive kriser, vi som politikere skal finde løsninger på. Altoverskyggende står vi midt i en buldrende klimakrise. Det leder mig til min næste tanke: Jeg er oprigtigt bekymret for planerne om en regering over midten. For der er enorme forskelle på de to fløjes klimapolitiske ambitioner. Vi har i den forgangne valgperiode haft svært nok ved at trække Socialdemokraterne i en grønnere retning. Skal vi nu bokse med et blå-lilla flertal, så frygter jeg for, om vi kan tidsnok kan redde vores klima og dermed de næste generationers eksistensgrundlag. Derfor en opfordring herfra: Stem grønt i morgen 💚",https://www.facebook.com/photo.php?fbid=543835771081469&set=a.239194704878912&type=3,,,,,,,,6.31
Mette Frederiksen,mettefrederiksen.dk,100044576643050,POLITICIAN,DK,Statsminister og formand for Socialdemokratiet. Jeg fører ikke profilen som statsminister. ,2009-03-12 21:24:01,340280,384632,2022-10-31 22:16:02 CET,2022-10-31,22:16:02,Photo,"20,724",14343,2918,363,2725,10,94,6,84,181,,-,0,0,0,N/A,https://www.facebook.com/100044576643050/posts/677498517079364,"Det blev det sidste ord i en lang valgkamp. Nu går turen hjemad, hvor jeg vil forsøge at få lidt søvn. De seneste tre år har budt på helt uforudsigelige situationer, svære beslutninger og flere søvnløse nætter. Heldigvis har der også været rørende stunder, grin og hjertevarme. Det har været et stort privilegium at stå i spidsen for vores fantastiske lille land. Og jeg har følt en enorm pligt overfor jer og for vores samfund. Jeg har gjort mig umage – hver evig eneste dag. Og jeg har gjort det, så godt jeg kunne. Også når det har været svært. Vi har i denne valgkamp lagt vores politik frem. Vi vil gerne stå i spidsen for en bred regering. Og jeg lytter mig til, at der er meget, vi kan blive enige om. Noget af det vigtigste her og nu er at hjælpe flest mulig igennem en svær vinter med stigende priser. Og vi skal lave en akutpakke til sundhedsvæsenet. Det haster. Og så skal Danmark gå forrest og øge tempoet på den grønne omstilling. Vi skal gennemføre reformer, der kan styrke vores unikke velfærdssamfund og dansk økonomi. I morgen er det dig, der vælger. Jeg vil anbefale, at du stemmer på Socialdemokratiet.",https://www.facebook.com/photo.php?fbid=677498500412699&set=a.396459791849906&type=3,,,,,,,,2.5
Jakob Ellemann-Jensen,jakobellemann,100044564643750,POLITICIAN,DK,"Venstres formand
Medlem af Folketinget",2016-05-04 09:50:59,44593,52691,2022-10-31 22:13:54 CET,2022-10-31,22:13:54,Photo,"3,662",3309,242,28,61,2,9,0,7,4,,-,0,0,0,N/A,https://www.facebook.com/100044564643750/posts/660883568740459,"Tak for en god afsluttende partilederdebat i aften. Nu er det op til alle jer, hvem I ønsker, der skal lede vores dejlige land. Jeg ved, at mange stadig er i tvivl, men uanset hvad, så håber jeg, at I vil stemme i morgen. God aften til jer alle.",https://www.facebook.com/photo.php?fbid=660882715407211&set=a.344944807001005&type=3,,,,,,,,1.48
Lars Løkke Rasmussen,larsloekke,100044390410889,POLITICIAN,DK,"MF, tidligere statsminister, stifter af LøkkeFonden, initiativtager til Det Politiske Mødested",2009-03-17 11:35:11,213148,214113,2022-10-31 22:09:13 CET,2022-10-31,22:09:13,Live Video Complete,"2,981",1922,661,77,214,4,46,5,43,9,owned,Yes,50737,53507,0,00:06:52,https://www.facebook.com/100044390410889/posts/457582609693259,Sidste partilederdebat slut …,https://www.facebook.com/larsloekke/videos/457582609693259/,,,,,,,,2.61
Mai Villadsen,Mai.Villadsen.Enhedslisten,100058145316378,POLITICIAN,DK,"Politisk ordfører for Enhedslisten.
Arbejder for bedre velfærd, mere klimahandling og mindre ulighed!",2019-01-24 15:51:16,20981,22513,2022-10-31 20:03:24 CET,2022-10-31,20:03:24,Photo,969,688,128,2,128,2,6,0,6,9,,-,0,0,0,N/A,https://www.facebook.com/100058145316378/posts/526606135954226,Klar til sidste partilederdebat før valget. Glæder mig. I kan se med på TV2 kl. 20.00 ❤️💚,https://www.facebook.com/photo.php?fbid=526606092620897&set=a.261042152510627&type=3,,,,,,,,1.02
Lars Løkke Rasmussen,larsloekke,100044390410889,POLITICIAN,DK,"MF, tidligere statsminister, stifter af LøkkeFonden, initiativtager til Det Politiske Mødested",2009-03-17 11:35:11,213148,214113,2022-10-31 20:02:11 CET,2022-10-31,20:02:11,Photo,"3,056",2641,317,12,40,2,25,1,13,5,,-,0,0,0,N/A,https://www.facebook.com/100044390410889/posts/670230401133301,Nu er det tid. Jeg går ind til den her sidste partilederrunde ligesom de andre. Jeg vil tale substans. Tale ordentligt. Tale op til danskerne. Insistere på at få nuancerne med. Lad os få en god debat. 😀,https://www.facebook.com/photo.php?fbid=670230327799975&set=a.349440306545647&type=3,,,,,,,,1.36
Søren Pape Poulsen,SorenPapePoulsen,100044117301725,POLITICIAN,DK,Formand for Det Konservative Folkeparti og tidligere justitsminister. ,2014-08-12 17:51:53,89340,93568,2022-10-31 19:00:03 CET,2022-10-31,19:00:03,Native Video,"1,802",1150,286,170,151,2,32,1,5,5,owned,Yes,11874,16698,0,00:01:38,https://www.facebook.com/100044117301725/posts/675157993964771,"Jeg håber, jeg må få din opmærksomhed en sidste gang. Den her video er til dig, der endnu ikke har bestemt dig. Rigtig god valgdag i morgen!",https://www.facebook.com/SorenPapePoulsen/videos/514862493837170/,,,Er du i tvivl?,,,,,1.27
Pia Olsen Dyhr,pia.olsen.dyhr,100044404390308,POLITICIAN,DK,Formand for SF,2008-11-19 09:16:45,84900,86879,2022-10-31 18:50:23 CET,2022-10-31,18:50:23,Photo,"1,289",675,90,14,43,16,444,0,2,5,,-,0,0,0,N/A,https://www.facebook.com/100044404390308/posts/669420661214741,Glædelig Halloween til store og små 👻🎃🤡,https://www.facebook.com/photo.php?fbid=669420641214743&set=a.349705203186290&type=3,,,,,,,,-1.59
Pernille Vermund,PernilleVermundNB,100044133429064,POLITICIAN,DK,Formand for Nye Borgerlige og medlem af Folketinget ,2019-11-13 14:36:58,103473,133177,2022-10-31 18:36:34 CET,2022-10-31,18:36:34,Native Video,"3,194",2870,111,125,66,1,13,0,3,5,owned,Yes,27472,29376,0,00:00:39,https://www.facebook.com/100044133429064/posts/657011175779991,Udlændingepolitikken skal være til gavn for Danmark og danskerne ￼💪🏻🇩🇰,https://www.facebook.com/PernilleVermundNB/videos/798068637949543/,,,,,,,,-1.8
Mai Villadsen,Mai.Villadsen.Enhedslisten,100058145316378,POLITICIAN,DK,"Politisk ordfører for Enhedslisten.
Arbejder for bedre velfærd, mere klimahandling og mindre ulighed!",2019-01-24 15:51:16,20981,22513,2022-10-31 18:16:55 CET,2022-10-31,18:16:55,Photo,627,454,72,10,76,1,4,1,4,5,,-,0,0,0,N/A,https://www.facebook.com/100058145316378/posts/526552945959545,"En ting, som jeg har været rigtig glad for ved denne valgkamp, er, at mistrivslen er kommet højt på dagsordenen. For vi kan ikke se stiltiende til, imens så mange – særligt børn og unge – har det svært. Jeg var selv en af dem, der ikke havde det helt let i teenagetiden. Og jeg var simpelthen så glad for, at der var voksne som så mig, som lyttede til mig og tog mig alvorligt. Og en skole, som hjalp mig med gratis psykologhjælp. Desværre får alt for få den hjælp, de behøver. Næsten hver anden unge mistrives i dag. Hver anden! Det kan simpelthen ikke være rigtigt. Vi skylder de unge at tage ansvar og komme op med nogle løsninger på den enorme mistrivsel. Samtidig skal vi ikke bilde hinanden ind, at nogle af os har alle løsningerne. Men det skal ikke stoppe os i at handle. Nogle unge vokser op i familier, hvor det ikke er let. De løfter et virkelig stort ansvar. Også nogle gange for stort. Nogle føler sig udenfor på den ene eller anden måde. Mobning i skolen. Føler sig anderledes. Andre oplever et utrolig stort indre og ydre pres - Gode karakterer, studiejobs, mange venner, den rigtige krop, likes på sociale medier. Når mistrivslen rammer hver anden unge, er det tydeligvis et samfundsproblem. Vi skylder alle de børn og unge, at komme med løsninger på trivselskrisen. Vi skal bibeholde og udbygge den gratis psykologhjælp og afskaffe ventelisterne. Vi skal løfte psykiatrien, som svigter alt for mange. Og så skal vi forebygge langt mere. Mindre præstationsræs i vores uddannelsessystem og samfund. Færre karakterer og test. Flere voksne og trivselsvejledere, man altid kan komme til. Og så skal vi lave en handleplan mod mistrivsel, som skal sikre, at vi får udviklingen vendt. Jeg var så uendeligt glad for, at jeg i sin tid blev hjulpet. Den hjælp ønsker jeg, at alle børn og unge også får i fremtiden. Det er på tide, vi tager trivselskrisen alvorligt. ❤",https://www.facebook.com/photo.php?fbid=526550949293078&set=a.261042152510627&type=3,,,,,,,,-1.51
Inger Støjberg,IngerStojberg,100044534615134,POLITICIAN,DK,"Student fra Morsø Gymnasium
Uddannet fra InformationsAkademiet
MBA (Master of Business Administration), Aalborg Universitet, 2013
Redaktør på Viborg Bladet (1999-2001)
Amtsrådsmedlem (1994-2001)
Medlem af Folketinget (2001-
Beskæftigelsesminister(2009-2011)",2011-05-10 07:43:02,200705,217886,2022-10-31 17:22:03 CET,2022-10-31,17:22:03,Photo,"11,789",8685,1557,529,902,4,37,6,13,56,,-,0,0,0,N/A,https://www.facebook.com/100044534615134/posts/680162953478186,"Det her bliver lidt langt, men det er, fordi det er vigtigt! I morgen er det præcis fire måneder siden, at Danmarksdemokraterne blev opstillingsberettiget. Det blev vi på kun en uge, hvilket var danmarksrekord - og udelukkende lod sig gøre på grund af jeres indsats! Mange tak for det! I morgen skal vi til folketingsvalg. Det glæder jeg mig meget til! Det har været en fantastisk valgkamp, hvor jeg har været hele landet rundt. Alle steder har jeg mødt opbakning til vores lille nye parti, og jeg har virkelig nydt at køre rundt. Vi står over for et valg, der er helt afgørende for, hvordan Danmark skal udvikle sig. Vi skal stille os selv spørgsmålet, hvad det er for et samfund, vi ønsker os? Gennem de seneste år er der blevet truffet beslutninger, som jeg er direkte uenig i: Minkerhvervet er blevet lukket, skatten er hævet 40 gange, arbejdsløse indvandrere har fået højere ydelser, og jeg kunne blive ved. Jeg mener ærlig talt, at Danmark skal i en anden retning! For mig er der fire områder, der er helt afgørende at kæmpe for i en kommende valgperiode. Det er vores fire prioriteter - uanset hvordan flertallet nu ender med at se ud efter valget i morgen. Vi skal have en bedre balance mellem land og by, hvor det ikke er postnummeret, der bestemmer din adgang til lægehjælp, uddannelse og arbejde. Vi skal have en stram udlændingepolitik og konsekvent retspolitik, hvor kriminelle udlændinge bliver smidt ud af landet. Vi skal have bedre forhold for små- og mellemstore virksomheder i produktionsdanmark, hvor der luges ud i regler og regulativer, skatten holdes i ro, og det bliver nemmere at fastholde og rekruttere nødvendig arbejdskraft. Vi skal foretage investeringer i sundhedsvæsnet og have en værdig ældrepleje. Man skal mødes med høj faglighed og omsorg, og ingen skal frygte at blive gamle. Jeg blev som bekendt smidt ud af Folketinget den 21. december sidste år på grund af barnebrudssagen. Nu stiller jeg op igen. Og hvis I viser mig tilliden, så påtager jeg mig ansvaret. Politik handler nemlig også om ansvar. Jeg tog ansvaret og min straf i barnebrudssagen. Det gjorde jeg uden klynk eller at bøje nakken. Nu er jeg på den anden side af det. Jeg håber på din stemme på liste Æ i morgen!",https://www.facebook.com/photo.php?fbid=680162703478211&set=a.400326218128529&type=3,,,,,,,,1.2
