Parti,Total Interactions,Likes,All Reactions,Comments,Shares,Owned Post Views,Owned Views from Shares,Owned Total Views,Views on Shared Posts,Views While Live,Video Time,3-Min+ Videos,Loves,Wows,Hahas,Sads,Angrys,Cares,Total Posts,Photo Posts,Link Posts,Status Posts,Owned Video Posts,Shared Video Posts,Other Video Posts,Page Likes,Page Growth,Page Followers,Page Follower Growth,Antal sider,Month,Totale interaktioner per opslag,Kommentarer per opslag,Delinger per opslag,Videovisninger per videoopslag,Interaktion per post per følger,Interaktion per følger,Angry per opslag,Love per opslag,Reaktioner per post,Andel foto post af total,Andel link post af total,Andel tekst post af total,Andel owned video post af total,Andel delte video post af total,Andel andre video post af total,Blok
Venstre,527247,388734,426333,71675,29239,2045895,413012,2458907,34620,2479,1153,38,12567,1501,8153,1611,11237,2530,9015,5853,974,317,1326,448,97,886499,9777,923641,11533,609,20211115,58,08,03,1543,0,01,"1,3","1,4",47,"64,93%","10,80%","3,52%","14,71%","4,97%","1,08%",Blå blok
Alternativet,29446,18705,22864,4109,2473,40552,38185,78737,6566,8,39,4,2827,140,358,278,285,271,481,253,153,6,16,49,4,215597,360,218214,449,116,20211215,61,09,05,2535,0,0,"0,6","5,9",48,"52,60%","31,81%","1,25%","3,33%","10,19%","0,83%",Rød blok
Andet,28737,18713,23493,3197,2047,100933,23234,124167,2028,2617,20,3,2203,104,1758,224,156,335,303,148,100,16,16,15,8,145835,595,155853,743,115,20211215,95,11,07,6308,0,0,"0,5","7,3",78,"48,84%","33,00%","5,28%","5,28%","4,95%","2,64%",Andet
Danmarksdemokraterne,179834,89228,136367,33959,9508,217032,46686,263718,0,0,7,1,19965,147,1077,1858,525,23567,4,2,0,0,2,0,0,188716,11183,206518,11586,2,20211215,44959,8490,2377,108516,0,01,"131,3","4991,3",34092,"50,00%","0,00%","0,00%","50,00%","0,00%","0,00%",Blå blok
Dansk Folkeparti,518411,354704,398945,78346,41120,696234,204512,900746,27452,9944,61,7,21446,1129,3908,5996,7744,4018,923,585,154,61,59,56,8,703827,2532,713523,2838,154,20211215,562,85,45,11801,0,01,"8,4","23,2",432,"63,38%","16,68%","6,61%","6,39%","6,07%","0,87%",Blå blok
Enhedslisten,223097,140932,170861,41033,11203,23166,16643,39809,29742,280,17,2,19654,299,1942,1661,3192,3181,811,545,166,41,25,26,8,489650,1372,504898,1416,163,20211215,275,51,14,927,0,0,"3,9","24,2",211,"67,20%","20,47%","5,06%","3,08%","3,21%","0,99%",Rød blok
Frie Grønne,25778,12659,16639,7858,1281,103001,43191,146192,609,254,20,2,1906,34,820,72,935,213,97,66,10,0,19,2,0,23358,303,26247,390,4,20211215,266,81,13,5421,0,01,"9,6","19,7",172,"68,04%","10,31%","0,00%","19,59%","2,06%","0,00%",Rød blok
Konservative,256754,180453,202859,44228,9667,488840,107136,595976,8124,93,53,5,12196,701,2751,886,2306,3566,1122,864,123,45,53,29,8,555607,3771,586888,4207,478,20211215,229,39,09,9223,0,0,"2,1","10,9",181,"77,01%","10,96%","4,01%","4,72%","2,58%","0,71%",Blå blok
Kristendemokraterne,25067,13542,16369,6902,1796,47260,44768,92028,1369,0,20,2,614,53,278,74,1714,94,161,84,44,6,12,13,2,65660,104,68382,179,27,20211215,156,43,11,3938,0,0,"10,7","3,8",102,"52,17%","27,33%","3,73%","7,45%","8,07%","1,24%",Blå blok
Liberal Alliance,155259,117584,130384,17243,7632,413278,190413,603691,638,0,48,3,4183,497,5022,905,935,1258,323,199,56,34,12,21,1,322577,1584,350561,1760,184,20211215,481,53,24,34440,0,0,"2,9","13,0",404,"61,61%","17,34%","10,53%","3,72%","6,50%","0,31%",Blå blok
Løsgænger,27478,17838,22091,4610,777,0,0,0,0,0,0,0,1635,235,626,1059,335,363,26,25,0,0,0,0,1,37825,18,64949,-139,3,20211215,1057,177,30,0,0,0,"12,9","62,9",850,"96,15%","0,00%","0,00%","0,00%","0,00%","3,85%",Andet
Moderaterne,54334,40932,44185,9522,627,116342,11314,127656,7119,11961,1,0,1331,72,285,101,1258,206,36,23,0,4,8,1,0,220252,-571,221675,-690,6,20211215,1509,265,17,14543,0,0,"34,9","37,0",1227,"63,89%","0,00%","11,11%","22,22%","2,78%","0,00%",Blå blok
Nye Borgerlige,644650,456032,513643,82618,48389,1129594,351755,1481349,10369,14,96,14,34033,2295,11013,1498,5118,3654,540,343,104,18,32,31,12,528795,6259,631361,6525,113,20211215,1194,153,90,35300,0,01,"9,5","63,0",951,"63,52%","19,26%","3,33%","5,93%","5,74%","2,22%",Blå blok
Radikale Venstre,123738,83445,98835,21154,3749,41135,14601,55736,5693,159,33,3,8296,294,2099,411,3344,946,620,438,69,44,36,32,1,550571,469,569443,543,233,20211215,200,34,06,1143,0,0,"5,4","13,4",159,"70,65%","11,13%","7,10%","5,81%","5,16%","0,16%",Rød blok
Socialdemokratiet,880942,554917,672126,180104,28712,553219,355683,908902,46838,54,56,3,55975,1576,22140,3748,7509,26261,1704,1276,192,67,69,86,13,1604674,6969,1691732,7821,564,20211215,517,106,17,8018,0,01,"4,4","32,9",394,"74,88%","11,27%","3,93%","4,05%","5,05%","0,76%",Rød blok
Socialistisk Folkeparti,195570,123187,143551,30685,21334,122067,47580,169647,2897,9,20,2,12892,468,1016,1294,1283,3411,798,619,70,61,25,20,3,659526,1404,678298,1871,326,20211215,245,38,27,4883,0,0,"1,6","16,2",180,"77,57%","8,77%","7,64%","3,13%","2,51%","0,38%",Rød blok
Veganerpartiet,11772,6087,9210,1967,595,28646,4102,32748,10204,832,9,2,1599,73,167,560,395,329,78,34,8,1,8,26,1,20058,17,22369,16,8,20211215,151,25,08,3581,0,01,"5,1","20,5",118,"43,59%","10,26%","1,28%","10,26%","33,33%","1,28%",Rød blok
Venstre,202820,136142,155397,37215,10208,171489,19598,191087,6832,105,53,3,3921,629,3931,2166,5689,2919,1327,970,211,55,56,28,7,888627,2001,927407,3594,609,20211215,153,28,08,3062,0,0,"4,3","3,0",117,"73,10%","15,90%","4,14%","4,22%","2,11%","0,53%",Blå blok
Alternativet,26074,16289,20016,4664,1394,1175,11,1186,1809,14,0,0,1950,194,256,282,336,709,483,253,186,6,4,30,4,215706,126,218383,184,116,20220115,54,10,03,294,0,0,"0,7","4,0",41,"52,38%","38,51%","1,24%","0,83%","6,21%","0,83%",Rød blok
Andet,16099,11482,12873,1545,1681,76795,10750,87545,330,247,26,4,734,94,97,137,207,122,300,138,124,24,7,4,3,146469,602,156786,898,115,20220115,54,05,06,10971,0,0,"0,7","2,5",43,"46,00%","41,33%","8,00%","2,33%","1,33%","1,00%",Andet
Danmarksdemokraterne,82414,61500,69039,10320,3055,101048,4479,105527,0,25992,0,0,4521,268,278,138,2063,271,7,1,5,0,1,0,0,189233,495,207054,505,2,20220115,11773,1474,436,101048,0,0,"294,7","645,9",9863,"14,29%","71,43%","0,00%","14,29%","0,00%","0,00%",Blå blok
Dansk Folkeparti,374532,264132,298499,54541,21492,607495,220465,827960,60710,23488,42,2,20664,845,3017,648,4766,4427,1147,690,192,83,55,118,9,706275,2435,716161,2617,154,20220115,327,48,19,11045,0,01,"4,2","18,0",260,"60,16%","16,74%","7,24%","4,80%","10,29%","0,78%",Blå blok
Enhedslisten,139439,86606,105992,26774,6673,28196,13251,41447,2502,0,28,4,6776,853,1710,4137,2659,3251,711,433,203,45,16,10,4,491328,1666,506568,1652,163,20220115,196,38,09,1762,0,0,"3,7","9,5",149,"60,90%","28,55%","6,33%","2,25%","1,41%","0,56%",Rød blok
Frie Grønne,24086,12587,15658,6979,1449,67486,21503,88989,530,0,21,1,1230,87,724,440,396,194,90,57,10,1,18,4,0,23587,224,26472,216,4,20220115,268,78,16,3749,0,01,"4,4","13,7",174,"63,33%","11,11%","1,11%","20,00%","4,44%","0,00%",Rød blok
Konservative,195794,133842,150992,26977,17825,35014,10988,46002,1295,3,30,4,6855,730,3427,1018,2714,2406,1137,872,179,40,26,11,9,559189,3175,591222,3705,478,20220115,172,24,16,1347,0,0,"2,4","6,0",133,"76,69%","15,74%","3,52%","2,29%","0,97%","0,79%",Blå blok
Kristendemokraterne,18493,12056,13974,3180,1339,10882,17309,28191,1605,0,22,4,716,63,773,185,90,91,163,82,53,7,7,13,1,65851,210,68534,169,27,20220115,113,20,08,1555,0,0,"0,6","4,4",86,"50,31%","32,52%","4,29%","4,29%","7,98%","0,61%",Blå blok
Liberal Alliance,145825,111665,119775,16555,9495,222399,86944,309343,5174,0,6,0,2207,416,4492,210,626,159,274,146,53,49,7,18,1,324182,1567,351991,1391,184,20220115,532,60,35,31771,0,0,"2,3","8,1",437,"53,28%","19,34%","17,88%","2,55%","6,57%","0,36%",Blå blok
Løsgænger,15221,9250,11979,2532,710,0,0,0,0,0,0,0,481,507,277,597,704,163,24,18,3,3,0,0,0,37739,-85,64750,-192,3,20220115,634,106,30,0,0,0,"29,3","20,0",499,"75,00%","12,50%","12,50%","0,00%","0,00%","0,00%",Andet
Moderaterne,29836,23266,24323,4932,581,138723,11003,149726,0,3897,19,2,473,32,304,33,142,73,32,15,5,3,9,0,0,220593,344,221935,270,6,20220115,932,154,18,15414,0,0,"4,4","14,8",760,"46,88%","15,63%","9,38%","28,13%","0,00%","0,00%",Blå blok
Nye Borgerlige,591108,438517,482557,64677,43874,848962,210843,1059805,8636,0,73,7,23305,1854,10952,614,5790,1525,530,348,97,28,27,26,4,534594,5573,637336,5793,113,20220115,1115,122,83,31443,0,01,"10,9","44,0",910,"65,66%","18,30%","5,28%","5,09%","4,91%","0,75%",Blå blok
Radikale Venstre,88483,52072,64227,13941,10315,154697,278873,433570,13378,3675,26,4,5022,512,1856,2086,1566,1113,571,356,126,40,20,28,1,552241,1662,571035,1595,233,20220115,155,24,18,7735,0,0,"2,7","8,8",112,"62,35%","22,07%","7,01%","3,50%","4,90%","0,18%",Rød blok
Socialdemokratiet,722004,484161,572458,127622,21924,157831,35717,193548,21448,0,82,9,46147,1470,15602,3879,5807,15392,1736,1325,242,75,58,29,7,1613696,8862,1720889,6714,564,20220115,416,74,13,2721,0,0,"3,4","26,6",330,"76,32%","13,94%","4,32%","3,34%","1,67%","0,40%",Rød blok
Socialistisk Folkeparti,237819,153512,182172,38453,17194,200264,49299,249563,1813,84,67,3,14428,961,1919,3097,3419,4836,750,536,113,63,21,16,1,662697,3141,681792,3452,326,20220115,317,51,23,9536,0,0,"4,6","19,2",243,"71,47%","15,07%","8,40%","2,80%","2,13%","0,13%",Rød blok
Veganerpartiet,18343,9594,13330,3096,1917,46643,38124,84767,3175,3680,122,13,2121,78,249,735,341,212,99,43,6,11,30,9,0,20667,611,23033,667,8,20220115,185,31,19,1555,0,01,"3,4","21,4",135,"43,43%","6,06%","11,11%","30,30%","9,09%","0,00%",Rød blok
Venstre,247579,174496,196968,41493,9118,114057,22451,136508,17234,323,32,2,7460,977,4747,819,4684,3785,1534,1079,327,55,41,29,3,892091,3324,931753,4125,609,20220115,161,27,06,2782,0,0,"3,1","4,9",128,"70,34%","21,32%","3,59%","2,67%","1,89%","0,20%",Blå blok
Alternativet,28454,17034,21097,5196,2161,109140,23297,132437,1331,587,17,3,2133,231,418,476,522,283,500,260,181,12,14,29,4,215998,255,218786,351,116,20220215,57,10,04,7796,0,0,"1,0","4,3",42,"52,00%","36,20%","2,40%","2,80%","5,80%","0,80%",Rød blok
Andet,19182,10863,13473,4024,1685,111795,8946,120741,887,3021,19,3,772,68,452,71,1066,181,294,131,132,15,9,5,2,146631,148,157451,199,115,20220215,65,14,06,12422,0,0,"3,6","2,6",46,"44,56%","44,90%","5,10%","3,06%","1,70%","0,68%",Andet
Danmarksdemokraterne,76080,59148,63587,9095,3398,72193,3551,75744,0,28482,0,0,3182,78,634,48,221,276,11,3,6,0,2,0,0,189339,110,207126,66,2,20220215,6916,827,309,36097,0,0,"20,1","289,3",5781,"27,27%","54,55%","0,00%","18,18%","0,00%","0,00%",Blå blok
Dansk Folkeparti,222083,152152,172970,34348,14765,655734,108187,763921,9394,10449,45,3,11254,638,2310,936,3384,2296,779,447,143,63,41,78,7,707468,1110,717547,1301,154,20220215,285,44,19,15994,0,0,"4,3","14,5",222,"57,38%","18,36%","8,09%","5,26%","10,01%","0,90%",Blå blok
Enhedslisten,189156,106753,126887,30506,31763,38583,7857,46440,9006,384,19,1,9543,533,1793,1773,2192,4300,786,504,172,73,21,16,0,492956,1569,508246,1606,163,20220215,241,39,40,1837,0,0,"2,8","12,1",161,"64,12%","21,88%","9,29%","2,67%","2,04%","0,00%",Rød blok
Frie Grønne,30021,14739,18438,9318,2265,52610,27961,80571,3238,0,11,0,1510,105,914,345,516,309,108,69,10,3,18,8,0,23923,323,26810,326,4,20220215,278,86,21,2923,0,01,"4,8","14,0",171,"63,89%","9,26%","2,78%","16,67%","7,41%","0,00%",Rød blok
Konservative,181913,127773,145376,25357,11180,148560,9736,158296,1483,63,30,3,7037,792,1560,2951,2129,3134,1096,803,200,49,23,16,5,561731,2272,594745,2968,478,20220215,166,23,10,6459,0,0,"1,9","6,4",133,"73,27%","18,25%","4,47%","2,10%","1,46%","0,46%",Blå blok
Kristendemokraterne,15476,9422,11244,3446,786,1421,5153,6574,293,0,9,2,536,48,331,194,417,296,129,79,36,7,3,4,0,65978,114,68689,141,27,20220215,120,27,06,474,0,0,"3,2","4,2",87,"61,24%","27,91%","5,43%","2,33%","3,10%","0,00%",Blå blok
Liberal Alliance,117436,92650,100561,12949,3926,503512,69657,573169,12000,0,10,1,2569,428,3259,464,972,219,248,124,54,48,8,13,1,325536,1211,353491,1351,184,20220215,474,52,16,62939,0,0,"3,9","10,4",405,"50,00%","21,77%","19,35%","3,23%","5,24%","0,40%",Blå blok
Løsgænger,29946,19890,23785,5304,857,0,0,0,0,0,0,0,1408,232,284,609,527,835,36,33,0,3,0,0,0,37672,-70,64575,-176,3,20220215,832,147,24,0,0,0,"14,6","39,1",661,"91,67%","0,00%","8,33%","0,00%","0,00%","0,00%",Andet
Moderaterne,37260,30533,31853,3093,2314,11355,685,12040,8052,3386,0,0,949,38,85,22,26,200,18,5,0,10,2,1,0,220628,33,221946,8,6,20220215,2070,172,129,5678,0,0,"1,4","52,7",1770,"27,78%","0,00%","55,56%","11,11%","5,56%","0,00%",Blå blok
Nye Borgerlige,420044,316757,345150,50258,24636,654691,165983,820674,1847,107,43,5,12615,955,6733,864,4094,3132,444,299,73,26,17,23,6,537031,2321,640122,2646,113,20220215,946,113,55,38511,0,01,"9,2","28,4",777,"67,34%","16,44%","5,86%","3,83%","5,18%","1,35%",Blå blok
Radikale Venstre,111788,59123,74004,13713,24071,69078,58390,127468,12320,544,27,3,5176,403,2124,2836,2571,1771,540,345,91,61,20,14,9,553705,1453,572683,1634,233,20220215,207,25,45,3454,0,0,"4,8","9,6",137,"63,89%","16,85%","11,30%","3,70%","2,59%","1,67%",Rød blok
Socialdemokratiet,628295,415234,508183,101297,18815,415078,55046,470124,14810,292,41,3,33022,1424,10618,15040,3687,29158,1757,1324,223,121,39,41,9,1618931,5038,1728165,5780,564,20220215,358,58,11,10643,0,0,"2,1","18,8",289,"75,36%","12,69%","6,89%","2,22%","2,33%","0,51%",Rød blok
Socialistisk Folkeparti,168405,101360,132859,28066,7480,461285,9108,470393,1651,153,17,1,8658,454,1548,6971,2300,11568,751,540,93,82,17,15,4,663945,1205,683725,1659,326,20220215,224,37,10,27134,0,0,"3,1","11,5",177,"71,90%","12,38%","10,92%","2,26%","2,00%","0,53%",Rød blok
Veganerpartiet,16788,9372,12521,3047,1220,77573,24784,102357,9637,4716,195,17,2066,35,275,393,152,228,104,43,5,5,30,20,1,20791,124,23260,226,8,20220215,161,29,12,2586,0,01,"1,5","19,9",120,"41,35%","4,81%","4,81%","28,85%","19,23%","0,96%",Rød blok
Venstre,230276,163439,181619,32700,15957,167105,48005,215110,12533,40,85,3,4836,1181,3750,1735,3921,2757,1730,1254,295,97,40,37,7,881775,3179,922072,4207,608,20220215,133,19,09,4178,0,0,"2,3","2,8",105,"72,49%","17,05%","5,61%","2,31%","2,14%","0,40%",Blå blok
Alternativet,55413,31353,41942,9330,4141,146592,18994,165586,3563,1,24,5,4080,324,2094,1836,1324,931,628,355,171,22,15,56,9,216529,506,219368,552,116,20220315,88,15,07,9773,0,0,"2,1","6,5",67,"56,53%","27,23%","3,50%","2,39%","8,92%","1,43%",Rød blok
Andet,39178,25303,28865,4613,5700,34746,2617,37363,801,2004,4,1,1443,202,437,187,1006,287,386,191,153,28,5,5,4,146873,233,157730,268,115,20220315,102,12,15,6949,0,0,"2,6","3,7",75,"49,48%","39,64%","7,25%","1,30%","1,30%","1,04%",Andet
Danmarksdemokraterne,106021,75023,87127,14854,4040,71391,2761,74152,0,18470,0,0,7276,82,434,63,410,3839,8,1,6,0,1,0,0,190056,693,207762,610,2,20220315,13253,1857,505,71391,0,01,"51,3","909,5",10891,"12,50%","75,00%","0,00%","12,50%","0,00%","0,00%",Blå blok
Dansk Folkeparti,281577,196413,216380,40760,24437,475028,122442,597470,18381,5735,31,0,9407,716,3670,1062,3115,1997,990,656,157,68,50,54,5,694852,359,704626,400,151,20220315,284,41,25,9501,0,0,"3,2","9,5",219,"66,26%","15,86%","6,87%","5,05%","5,45%","0,51%",Blå blok
Enhedslisten,193974,119104,143263,38303,12408,352593,12817,365410,8887,466,55,3,13426,506,2664,2655,2517,2391,1082,693,258,54,46,28,3,494320,1238,509696,1303,163,20220315,179,35,11,7665,0,0,"2,3","12,4",132,"64,05%","23,84%","4,99%","4,25%","2,59%","0,28%",Rød blok
Frie Grønne,73547,33088,46435,22049,5063,332517,96141,428658,3080,1453,12,1,4729,146,2430,2752,1686,1604,141,87,11,2,32,9,0,25541,1594,28437,1606,4,20220315,522,156,36,10391,0,03,"12,0","33,5",329,"61,70%","7,80%","1,42%","22,70%","6,38%","0,00%",Rød blok
Konservative,261417,184775,208537,38797,14083,644155,42253,686408,2121,47,46,5,11452,870,3174,1523,2266,4477,1456,1131,175,43,54,36,17,563913,2071,597753,2867,478,20220315,180,27,10,11929,0,0,"1,6","7,9",143,"77,68%","12,02%","2,95%","3,71%","2,47%","1,17%",Blå blok
Kristendemokraterne,18486,12580,14681,3039,766,83754,7322,91076,2175,445,1,0,827,73,224,361,214,402,169,82,53,7,10,16,1,66005,17,68725,24,27,20220315,109,18,05,8375,0,0,"1,3","4,9",87,"48,52%","31,36%","4,14%","5,92%","9,47%","0,59%",Blå blok
Liberal Alliance,157558,113383,134051,15062,8445,601998,168247,770245,6435,0,19,1,3786,246,15432,250,700,254,319,198,62,32,14,12,1,327297,1644,355293,1659,184,20220315,494,47,26,43000,0,0,"2,2","11,9",420,"62,07%","19,44%","10,03%","4,39%","3,76%","0,31%",Blå blok
Løsgænger,36071,20238,25260,9322,1489,0,0,0,0,0,0,0,657,381,1223,1170,1229,362,66,61,4,1,0,0,0,50595,-44,77685,-210,6,20220315,547,141,23,0,0,0,"18,6","10,0",383,"92,42%","6,06%","1,52%","0,00%","0,00%","0,00%",Andet
Moderaterne,61620,49739,53640,7235,745,133999,8323,142322,5542,8996,0,0,2656,77,411,66,171,520,35,15,7,5,7,1,0,221164,237,222442,192,6,20220315,1761,207,21,19143,0,0,"4,9","75,9",1533,"42,86%","20,00%","14,29%","20,00%","2,86%","0,00%",Blå blok
Nye Borgerlige,501781,369096,401095,55215,45471,1200661,491985,1692646,4392,26,107,10,9931,1347,13059,1277,5338,1047,647,442,71,24,56,50,4,540096,3045,643308,3166,113,20220315,776,85,70,21440,0,01,"8,3","15,4",620,"68,32%","10,97%","3,71%","8,66%","7,73%","0,62%",Blå blok
Radikale Venstre,101806,63905,77128,19708,4970,161347,45949,207296,6329,308,47,4,5427,581,1984,1714,1772,1745,698,467,103,68,44,15,1,554467,743,573674,964,233,20220315,146,28,07,3667,0,0,"2,5","7,8",111,"66,91%","14,76%","9,74%","6,30%","2,15%","0,14%",Rød blok
Socialdemokratiet,693994,485324,571769,102214,20011,414798,63516,478314,10267,8098,59,1,46189,1165,8112,2383,6715,21881,2354,1885,239,79,98,47,6,1622369,3283,1732103,3726,564,20220315,295,43,09,4233,0,0,"2,9","19,6",243,"80,08%","10,15%","3,36%","4,16%","2,00%","0,25%",Rød blok
Socialistisk Folkeparti,190225,123904,156295,27503,6427,611680,58923,670603,5644,1426,27,2,15085,794,869,3815,896,10932,1083,784,109,74,60,30,26,665035,1032,685239,1429,326,20220315,176,25,06,10195,0,0,"0,8","13,9",144,"72,39%","10,06%","6,83%","5,54%","2,77%","2,40%",Rød blok
Veganerpartiet,9509,5286,7385,1369,755,18029,11845,29874,7368,1578,110,7,1108,34,88,461,268,140,80,35,6,3,16,19,1,20918,129,23395,139,8,20220315,119,17,09,1127,0,0,"3,4","13,9",92,"43,75%","7,50%","3,75%","20,00%","23,75%","1,25%",Rød blok
Venstre,289841,211827,236897,39781,13163,306122,62157,368279,6488,1982,98,11,8209,771,5189,1314,5817,3770,2297,1748,329,68,90,57,5,884280,1934,925961,3166,608,20220315,126,17,06,3401,0,0,"2,5","3,6",103,"76,10%","14,32%","2,96%","3,92%","2,48%","0,22%",Blå blok
Alternativet,35043,19989,26338,6084,2621,195735,10785,206520,2934,5,34,5,2311,308,1357,972,899,502,500,281,157,10,15,35,2,217039,492,220001,614,116,20220415,70,12,05,13049,0,0,"1,8","4,6",53,"56,20%","31,40%","2,00%","3,00%","7,00%","0,40%",Rød blok
Andet,89793,35523,51521,30046,8226,1128645,134990,1263635,1248,28364,13,0,3356,332,1523,442,9914,431,373,202,113,12,32,9,5,151691,4830,162789,5077,115,20220415,241,81,22,35270,0,01,"26,6","9,0",138,"54,16%","30,29%","3,22%","8,58%","2,41%","1,34%",Andet
Danmarksdemokraterne,38863,29575,31072,5785,2006,52041,17125,69166,0,0,0,0,892,43,283,44,163,72,4,2,1,0,1,0,0,190121,49,207780,5,2,20220415,9716,1446,502,52041,0,0,"40,8","223,0",7768,"50,00%","25,00%","0,00%","25,00%","0,00%","0,00%",Blå blok
Dansk Folkeparti,227222,154870,174558,31110,21554,430442,132802,563244,19523,4099,53,3,9008,666,4125,601,3471,1817,879,608,112,30,47,79,3,695145,288,704982,379,151,20220415,259,35,25,9158,0,0,"4,0","10,3",199,"69,17%","12,74%","3,41%","5,35%","8,99%","0,34%",Blå blok
Enhedslisten,113554,71868,88471,19282,5801,28948,7908,36856,3100,1,19,2,7345,1399,2589,1575,2705,990,823,524,188,57,19,18,17,495138,791,510506,781,163,20220415,138,23,07,1524,0,0,"3,3","8,9",108,"63,67%","22,84%","6,93%","2,31%","2,19%","2,07%",Rød blok
Frie Grønne,58180,29202,38406,16141,3633,156418,88520,244938,2162,0,9,1,3068,172,1902,2393,869,800,103,68,10,0,20,5,0,26400,774,29311,787,4,20220415,565,157,35,7821,0,02,"8,4","29,8",373,"66,02%","9,71%","0,00%","19,42%","4,85%","0,00%",Rød blok
Konservative,214397,151355,172031,33282,9084,396385,30146,426531,2274,15,40,3,7933,892,5168,1794,2062,2827,1199,932,158,25,51,26,7,566034,2022,600379,2471,478,20220415,179,28,08,7772,0,0,"1,7","6,6",143,"77,73%","13,18%","2,09%","4,25%","2,17%","0,58%",Blå blok
Kristendemokraterne,8524,5594,6908,1172,444,2843,64,2907,159,67,0,0,275,17,869,65,11,77,118,69,33,8,4,4,0,66034,37,68781,64,27,20220415,72,10,04,711,0,0,"0,1","2,3",59,"58,47%","27,97%","6,78%","3,39%","3,39%","0,00%",Blå blok
Liberal Alliance,120902,94665,102257,12512,6133,719110,90437,809547,7294,0,53,4,1765,1267,3515,207,709,129,359,219,50,29,27,31,3,328730,1398,356772,1439,184,20220415,337,35,17,26634,0,0,"2,0","4,9",285,"61,00%","13,93%","8,08%","7,52%","8,64%","0,84%",Blå blok
Løsgænger,34287,21943,26309,6797,1181,0,0,0,130,0,0,0,763,437,1331,746,1001,88,66,54,6,4,0,1,1,50599,13,77577,-91,6,20220415,520,103,18,0,0,0,"15,2","11,6",399,"81,82%","9,09%","6,06%","0,00%","1,52%","1,52%",Andet
Moderaterne,41008,22102,35768,4784,456,23370,1183,24553,0,2631,1,0,865,38,158,4031,79,8495,28,7,8,10,3,0,0,221366,38,222644,22,6,20220415,1465,171,16,7790,0,0,"2,8","30,9",1277,"25,00%","28,57%","35,71%","10,71%","0,00%","0,00%",Blå blok
Nye Borgerlige,496068,364987,403532,53334,39202,1693303,295218,1988521,4581,1,129,17,13600,1457,10721,4358,4649,3760,697,427,112,34,52,62,10,545983,5083,649560,5345,113,20220415,712,77,56,32564,0,01,"6,7","19,5",579,"61,26%","16,07%","4,88%","7,46%","8,90%","1,43%",Blå blok
Radikale Venstre,83895,50911,62623,15014,6258,95079,3140,98219,669,0,25,3,5024,303,1505,2353,906,1621,667,442,88,86,31,15,5,555081,640,574370,710,233,20220415,126,23,09,3067,0,0,"1,4","7,5",94,"66,27%","13,19%","12,89%","4,65%","2,25%","0,75%",Rød blok
Socialdemokratiet,643847,430873,510925,112674,20248,371109,35903,407012,6351,3910,66,7,35121,1683,14726,5493,7141,15888,2154,1702,232,98,77,38,7,1626494,4141,1736479,4391,564,20220415,299,52,09,4820,0,0,"3,3","16,3",237,"79,02%","10,77%","4,55%","3,57%","1,76%","0,32%",Rød blok
Socialistisk Folkeparti,148110,95678,116164,27244,4702,72596,13764,86360,1343,38,7,0,8652,471,2669,1443,2395,4856,777,572,91,82,15,14,3,665960,924,686454,1202,326,20220415,191,35,06,4840,0,0,"3,1","11,1",150,"73,62%","11,71%","10,55%","1,93%","1,80%","0,39%",Rød blok
Veganerpartiet,15246,7597,11063,2804,1379,4542,3304,7846,3820,873,17,2,1737,35,213,1003,267,211,86,59,13,2,3,9,0,21072,152,23510,117,8,20220415,177,33,16,1514,0,01,"3,1","20,2",129,"68,60%","15,12%","2,33%","3,49%","10,47%","0,00%",Rød blok
Venstre,205716,141125,159743,37252,8721,392266,39843,432109,4181,206,50,6,4287,884,4596,1454,5871,1526,1781,1342,259,58,70,43,9,886527,2266,928851,2874,608,20220415,116,21,05,5604,0,0,"3,3","2,4",90,"75,35%","14,54%","3,26%","3,93%","2,41%","0,51%",Blå blok
Alternativet,31936,19855,24662,5085,2189,103856,14812,118668,2054,93,27,4,2701,77,453,813,382,381,588,315,175,16,16,49,17,217396,352,220297,291,116,20220515,54,09,04,6491,0,0,"0,7","4,6",42,"53,57%","29,76%","2,72%","2,72%","8,33%","2,89%",Rød blok
Andet,131995,45446,60275,61075,10645,1085319,86233,1171552,20984,127887,100,3,5267,562,1558,494,6199,749,527,289,158,16,45,13,6,155056,3063,166221,3133,115,20220515,250,116,20,24118,0,01,"11,8","10,0",114,"54,84%","29,98%","3,04%","8,54%","2,47%","1,14%",Andet
Danmarksdemokraterne,126416,96129,108659,12098,5659,240796,40084,280880,38095,0,2,0,10420,106,889,30,132,953,16,8,2,2,2,2,0,190856,744,208464,691,2,20220515,7901,756,354,120398,0,01,"8,3","651,3",6791,"50,00%","12,50%","12,50%","12,50%","12,50%","0,00%",Blå blok
Dansk Folkeparti,302226,202013,226706,38327,37193,861702,194881,1056583,14966,38,168,6,9564,930,5743,621,6231,1604,1430,952,134,48,110,158,28,697492,2274,707322,2271,151,20220515,211,27,26,7834,0,0,"4,4","6,7",159,"66,57%","9,37%","3,36%","7,69%","11,05%","1,96%",Blå blok
Enhedslisten,191733,127371,149337,29949,12447,108099,37247,145346,11777,5,75,6,13149,633,1925,2100,2608,1551,1315,909,222,67,55,52,10,498197,3098,513524,3065,163,20220515,146,23,09,1965,0,0,"2,0","10,0",114,"69,13%","16,88%","5,10%","4,18%","3,95%","0,76%",Rød blok
